business_type,annual_revenue,employee_count,current_tech_investment,customer_satisfaction,operational_efficiency,complexity_level,data_availability,workforce_skill_level,ai_integration_cost,potential_improvement,ai_beneficial
Retail,496869880.9540351,3024,3634590.5053031207,5.296153583101612,0.5996098429185382,High,Moderate,5.244968645066443,2073603.0583068323,0.19206184947481794,0
Manufacturing,597246006.0679723,917,9269321.277474642,4.15737198401514,0.6420921478558643,Low,Moderate,6.144649240250489,277415.5812881863,0.0489570877279991,0
Manufacturing,334909646.9261439,2116,2363900.118075727,4.263038169031851,0.6444842624605293,Low,Rich,1.417625974136131,2800592.5473541957,0.11627254995206933,0
Finance,771141291.5420761,481,6380200.519829703,8.251430731013961,0.6885269655008495,Medium,Rich,6.615635584888128,3572536.108708335,0.05465441924899409,0
Tech,107491654.88063803,4885,2298551.119863874,3.953615345178508,0.6966603351925944,Medium,Moderate,6.634882917883421,660747.0012325557,0.26909774707879675,0
Retail,76062643.95407295,4328,3284532.8976295316,2.881534363361614,0.7722776623273377,Medium,Moderate,9.020807176616286,1596620.553830567,0.19262583048489043,0
Retail,728460567.4473997,1256,8495616.687054692,1.7621950768777614,0.5799398816832206,High,Moderate,5.550907216871975,3928159.073535976,0.025671816174207537,0
Healthcare,495995824.88999224,2578,7315728.278472474,5.200238087959676,0.8456233318929947,Low,Poor,1.694299366774549,1893005.2335265195,0.2267321434762464,0
Manufacturing,688713994.0313083,1219,1044452.8454007852,5.339188890278577,0.5837832696522532,Low,Moderate,3.755763284338731,1283852.0639961953,0.07599073261989747,0
Tech,435392511.2651425,880,4344150.007765693,8.568178393626164,0.6551542410522737,Low,Poor,6.900664709028857,3393783.2514690496,0.09879722006310886,0
Finance,247155631.2058677,1701,388780.6600881182,2.991148268014576,0.751672565303077,Medium,Moderate,3.1533297647631753,1064118.0105911125,0.07648934640372905,0
Manufacturing,819283215.3565255,1186,4860812.451369789,4.428921463015599,0.8982202807617387,Low,Poor,3.5247503966986082,4488699.305957566,0.09436164873716266,0
Finance,799616463.0900103,2860,6658096.715840574,8.27565165004322,0.8697346166193636,Low,Moderate,8.38422114724768,617432.1405280908,0.41170390490519243,1
Healthcare,695001774.3835723,525,1273175.9736217004,8.412612496740762,0.8227671782052611,Low,Moderate,6.258877585864381,3562094.031185852,0.07267702517541598,0
Healthcare,272872992.0927327,2860,2959960.89520074,4.461499683808913,0.5778866302900851,Medium,Moderate,5.5767468859621525,2547788.6363032386,0.14747538624771026,0
Retail,590640436.202218,1376,4038582.5924713537,5.132116209580128,0.7735226728077889,Low,Rich,3.866067701252239,4362654.855745269,0.10924912297380338,0
Tech,361612923.04308677,1069,9203357.144094892,3.7295730176435464,0.5437232508999428,Medium,Rich,7.5783523233973,718355.9460285594,0.04335555199299534,0
Finance,92490491.25330752,1886,9933224.652687343,9.392993905773809,0.6886815883983254,Low,Moderate,3.5894659104102637,3421685.1006308305,0.2440024556384793,0
Manufacturing,917396261.8867805,4306,544621.8600565969,2.067793891674223,0.7067582651449795,Low,Poor,7.633571658797577,2903067.731988769,0.12585838807673397,0
Healthcare,137681812.28804246,2498,7633978.442604382,9.40374480701323,0.5199057197228769,Low,Poor,1.630913322406978,2452441.6969762277,0.24425747317054472,0
Retail,950287116.4669816,4343,3780068.257383198,7.154798066518089,0.636994049734986,Medium,Moderate,8.780872074238752,2507895.590820075,0.3958699912708244,1
Retail,446559767.1849978,1333,3985336.0436718524,5.784149374180581,0.9778247336332446,Medium,Rich,5.496098170383395,3637687.112812801,0.15078587600060664,0
Finance,185947795.90978104,709,7567223.236135525,1.2939315470604629,0.9768163039148448,Low,Poor,4.94657215029073,4694934.109180628,0.017922576056095173,0
Healthcare,542359046.4309797,2060,9192421.678239545,5.280365726398075,0.6761635271262696,High,Rich,6.499210703877321,547133.1296833357,0.14710009742001315,0
Tech,873072890.0405319,448,9514193.085575229,4.669732945024591,0.521550054474162,Medium,Poor,6.617728656066434,195562.97329154913,0.021822075267841985,0
Healthcare,732492661.5231516,1783,5813513.601779376,2.450969307776103,0.5895474696640908,Medium,Moderate,2.18831659200996,4047953.4831578974,0.051527371794222905,0
Finance,806754586.7135882,2175,3635499.477074978,6.907686431505912,0.6961088967167701,Low,Rich,7.80610230834592,630029.9989987208,0.20916983616049276,0
Finance,659124583.3440067,2221,7896735.950001915,9.740358166314572,0.9738898489846148,High,Poor,3.483354681550566,4934814.300794077,0.42136971661685113,1
Healthcare,692584287.9533346,124,2584913.6942967726,6.059699299580726,0.5705995317685925,Low,Moderate,9.144656921529226,3134806.4198983023,0.008575000725838089,0
Finance,849346455.913754,4747,5684332.885451826,7.4327794879955125,0.8817579218341061,Medium,Moderate,8.360655970733493,3289245.3367452896,0.6222284237729918,1
Healthcare,250418340.85032675,3521,3649926.769096244,1.616054073094151,0.554341269687346,Medium,Moderate,4.116394373812737,1074569.3443962852,0.06308543776940953,0
Manufacturing,489935538.67949736,886,6600647.629707973,4.759002962352953,0.9906287886956384,Low,Rich,8.26965363880643,1277530.3204537048,0.08353926262470539,0
Healthcare,221988232.3777826,549,2479949.2376457183,2.047226366480463,0.6908082495545675,Low,Rich,4.207514493699137,3330816.485186326,0.01552836467212018,0
Healthcare,987680339.9886503,187,1996770.1627747752,6.515162519828594,0.887617269449528,High,Moderate,1.9085291347243656,4557661.505877565,0.02162831066435441,0
Finance,944115280.3469267,2147,9190566.958086828,9.446339423927391,0.6712955414055659,High,Rich,9.656994148531371,4913713.717136077,0.27229480099682823,0
Finance,40387384.55713739,3746,1107856.4612004154,6.955999592244747,0.8138344385794043,Medium,Poor,6.873418136938961,1070351.6384923588,0.4241245191566471,1
Retail,705869597.3431728,1935,5108983.286575823,1.6912274348297938,0.5960080423700184,High,Moderate,5.104895739963325,757186.1512779718,0.03900902540698894,0
Retail,925323069.0982502,2807,2286442.5513337883,4.191995844865746,0.5730105096484812,High,Moderate,4.579960163779357,376366.6530278733,0.13485151790317837,0
Manufacturing,181394769.7822062,3970,485406.63692410773,5.9559704149676636,0.9690320697840656,Medium,Rich,3.922348008324376,4354655.3889905065,0.4582591912998288,1
Retail,568377285.3220768,1950,456586.3010851213,4.62886980519927,0.9588236389522167,Medium,Moderate,9.833028358862164,1544102.7495966968,0.1730925218434309,0
Healthcare,915572809.2904538,2660,1834695.5438476908,8.502796094276551,0.9437344701064412,Medium,Poor,2.2127253861781666,108878.96595933315,0.42689710997541663,1
Finance,34912032.60721304,4036,8681026.509609403,8.332039042389903,0.8127167250832967,Medium,Rich,3.8332455302851147,1196708.6216765014,0.5466025416921172,1
Retail,697722846.979593,1499,2896539.565372564,6.506479180928993,0.9041341056081391,Low,Rich,5.369478762543972,1768161.2924871503,0.17636423745251825,0
Retail,298051658.3651782,596,9509545.788695429,4.361121506194348,0.5345184684556874,Medium,Moderate,5.301995905488803,4955832.230533758,0.027786711859822746,0
Manufacturing,924471799.1811539,4726,5858060.700593016,3.2980273638691973,0.6673945209453396,Medium,Moderate,5.242298359670591,2665353.8098997003,0.2080465913061043,0
Manufacturing,971087186.9202024,2053,4422480.478710785,1.9528688639181637,0.6568515623785781,Medium,Moderate,2.5820543424734366,1103098.3432159964,0.05266950823765323,0
Healthcare,944322222.6243205,2146,5842879.463227601,4.194079151378986,0.8178226609763066,High,Rich,2.304392743985505,1740609.8890959101,0.14721615675506444,0
Finance,474740002.4408063,753,5215314.013740051,4.718552654869476,0.6779788867353203,Medium,Moderate,3.2929082769575806,1718507.6690287043,0.04817813088381298,0
Manufacturing,862180608.3383241,2453,7611884.912197519,7.082406325936662,0.5742533908218403,Low,Poor,9.230735384218505,196656.15766955988,0.19953172229538269,0
Retail,844704849.1365353,1675,2896711.053131237,6.9234384186781615,0.7982335377067719,Low,Moderate,2.017476710510591,762396.9654400073,0.185138444858221,0
Finance,319781372.7700124,3381,3595198.876842994,1.6309732567713127,0.9071919603345407,Medium,Moderate,7.816825930359923,3506462.652545735,0.1000509459584191,0
Finance,829086558.6765267,4783,8951533.595079182,4.55733383888042,0.6910617472299866,Low,Rich,7.8179355382003415,689229.8341965997,0.301271516510038,1
Retail,37970627.08077713,3028,9469919.480189014,2.6360098049562573,0.5661343575492408,High,Moderate,8.28793363507536,1230597.955369982,0.09037585104710118,0
Manufacturing,596673608.6035709,4786,8936326.452116098,2.4113143478512513,0.5983440986564115,Medium,Rich,8.9795394009042,1818612.762181113,0.1381044053652518,0
Retail,230778828.45041534,2889,4252535.1401774045,8.445719347635213,0.618741652584692,Low,Moderate,3.3673255978503724,3812901.2280612392,0.3019420060562816,1
Finance,121446318.89150153,3434,7825618.479768129,1.3772369504463178,0.6499487964972681,Low,Poor,3.0210352234200673,2953764.727852905,0.06147776867245756,0
Tech,77876248.42757994,2709,4815723.759680878,4.772645883119092,0.8213975352531546,Medium,Poor,5.189550998747317,3476099.9264439847,0.21239857963333283,0
Tech,696592487.1022617,1911,5025644.5362464115,2.5138329018986636,0.8004727422688596,Low,Rich,3.385802518768325,2878360.3945588437,0.0769083752680128,0
Healthcare,340535088.8042981,2906,2126333.079667111,8.913971941106267,0.8480399307835196,Medium,Rich,7.608789900847968,3449602.8835871583,0.43935256907838877,1
Retail,725042004.7572327,735,5952190.002259313,6.0133646194753165,0.6812509922657566,Low,Moderate,6.723456190672903,113926.55295346498,0.06022017602393829,0
Retail,66290984.45814343,4333,1942745.3877581446,3.082425727391632,0.9119988259399892,High,Moderate,8.874889192473864,4661400.907420005,0.2436158747261639,0
Healthcare,315975047.49277973,1669,3382490.5207652184,5.521845584497388,0.6020438305778801,Low,Poor,1.744644731383644,643509.131286552,0.11096824059483106,0
Healthcare,539951801.0829619,4693,8564798.996037358,7.583377237328042,0.734520373759077,Low,Moderate,9.235750000222673,2090620.5702868337,0.5228138174639368,1
Healthcare,790932441.6741246,1481,2150050.511187467,9.623062080274904,0.9004693607707152,Medium,Poor,3.640137640030806,3878088.014199788,0.2566653732296304,0
Finance,319433750.4291378,925,804467.0232169848,2.9840140382087705,0.5900793238663096,Low,Rich,5.4162491133428565,2232630.518246177,0.032574892242365434,0
Retail,626265485.060572,4763,783175.1668668814,8.975635949164106,0.5549315568703914,Medium,Moderate,4.947502923456793,4739528.503170827,0.4744770695053962,1
Finance,886091770.4879509,2511,9413766.752980769,9.408737027507412,0.9418419838439949,High,Rich,7.842804859939815,2391185.847643957,0.4450267169531415,1
Healthcare,616247324.9941223,1415,5118512.335822162,9.247784900788597,0.6714648313795979,Medium,Moderate,4.782999784886583,4387203.08745309,0.17573061391191142,0
Retail,233726515.27888012,1293,4153179.5109884813,6.718729211757188,0.841935062454516,Medium,Poor,9.491978310844685,4073057.7554751276,0.1462831334436178,0
Finance,25376380.774981484,212,8127697.951978393,6.668385889912369,0.5126743021319693,Low,Rich,9.122804943747179,4906832.883713547,0.014495330749619778,0
Finance,870228775.0270289,2024,8374676.686314109,4.628895698654405,0.8450234442047249,High,Rich,8.84945036772556,4640084.12567978,0.15833854763100313,0
Healthcare,22248141.43953675,3341,3388691.2278444855,7.771580940734091,0.6580506557734853,Medium,Moderate,1.641324993834051,4500806.790093105,0.3417237566997344,1
Retail,874826971.0115153,319,6966818.768990573,5.781646165158388,0.5278704267937209,Low,Rich,8.688322553985454,3684861.2685453948,0.019471504983568148,0
Healthcare,529408196.8931848,681,7734115.876933677,7.096942641054651,0.8049063807740585,Low,Poor,8.034719008988894,1898290.9216142818,0.07780253954281992,0
Retail,939128630.8143833,955,6581041.79997295,4.856121134639159,0.6204019080365866,Medium,Rich,1.9316165230551792,620014.5509680219,0.05754346421591033,0
Tech,798984452.5378917,3521,1600791.2405209837,7.583468176388251,0.69340362102594,Low,Rich,1.9667289289259968,3474360.756095511,0.37029683034422756,1
Manufacturing,997936176.4228041,3303,8771242.526818864,8.420243658440942,0.5402904061432567,Medium,Moderate,1.9104743036578706,4895404.998556028,0.30053183577088244,1
Manufacturing,351361103.6362584,2064,5437036.072086486,2.317926309425345,0.5735816255474726,Medium,Rich,1.101993338840388,3660361.742926158,0.05488258314216582,0
Manufacturing,767421100.6421958,1691,2896477.0210630368,8.496367440168052,0.6489886177479218,Medium,Moderate,5.937708746751252,4650773.909458944,0.1864850276327287,0
Healthcare,402528982.69563293,254,4309759.03583317,5.862668786112765,0.5448797502800786,High,Moderate,9.76054862292439,4041093.093482032,0.016227803481091832,0
Tech,480395744.68360496,631,471953.79494918307,8.601993181812018,0.9554131323431576,Medium,Rich,4.948162326098142,899261.908071726,0.10371693049789636,0
Retail,627877957.7551517,890,1365881.332101934,4.881715357069131,0.5030235215919892,Low,Poor,5.866817516986208,1321098.4758973077,0.043709994175742437,0
Finance,873803437.0721524,1769,7678912.830107022,4.411364368447315,0.7419301094321558,High,Moderate,9.7117281709296,1775141.448635517,0.11579605284043136,0
Retail,984099385.7300959,2693,100115.1840781248,9.235546592655002,0.5616237290662758,Low,Rich,3.296640058968076,924476.1772562203,0.2793665480395144,0
Finance,768505140.4506537,2347,4224001.701974693,3.2605234079356116,0.6538395447389742,High,Moderate,8.726232273384367,2950091.530097733,0.10006946806236396,0
Retail,418349015.3851664,924,5272850.792747325,8.597910927575288,0.9630297799091327,High,Poor,5.9175142049056255,4879707.568261261,0.15301521807746618,0
Tech,421935645.2747931,739,640880.7580096257,5.356185152584637,0.5808472766369934,High,Poor,6.125288631967097,3831148.2838371773,0.04598243576264498,0
Finance,737844719.2873026,4050,9733473.813426096,5.626858982961338,0.9829161598591662,High,Moderate,4.0885647148655515,2174595.0704305633,0.44798918051171444,1
Healthcare,239538368.62253404,3191,2338640.779371752,3.7762145334053563,0.6028971884947109,Low,Poor,6.054259248702173,122071.95680341443,0.14529702357938742,0
Retail,111363639.01826327,1472,3111567.3243991807,6.157379805571141,0.8707830542334147,Medium,Rich,1.6582825853045553,1635052.4545770758,0.15784968427893623,0
Retail,355267535.48313576,721,3109030.8713247706,3.9269007664859017,0.7733386324486559,Low,Rich,7.88179215352701,2681120.509691855,0.04379100306799763,0
Finance,287951752.66242766,1221,2381124.954961764,1.3534247281748708,0.9422393637983796,Medium,Moderate,3.562189853898445,1688829.281874656,0.03114160633881392,0
Healthcare,297011812.3355341,3776,114590.83865448301,3.4479874480992043,0.7769966277515654,Low,Poor,8.988474965445594,644071.1228169117,0.20232371527995605,0
Healthcare,234374143.29886004,993,7320513.461471164,1.057411390659316,0.7672796095781543,High,Rich,4.310656251467126,2269548.288623283,0.016113017751913063,0
Tech,43051096.44672552,1499,9671770.448012926,9.80519308351171,0.5977290001841999,High,Rich,2.2854169943819436,1340938.8031320095,0.1757082307874462,0
Healthcare,18856060.798680395,3787,2320505.484521946,9.691724888377728,0.5831146810258294,Medium,Rich,7.262934169316365,4555238.644661357,0.42803605644522386,1
Healthcare,987734667.3462955,2589,6664167.198853882,4.556397677250746,0.9582445755577571,Medium,Moderate,2.481203302421526,598597.1896549772,0.22607890309326548,0
Healthcare,428345360.6021265,4009,7444773.636891279,7.555337689056814,0.663919099425017,Low,Moderate,7.783124639886914,340847.88075108087,0.40219354348862585,1
Manufacturing,384942320.512522,4310,8499411.252996195,4.112254885693825,0.686041127481448,Medium,Rich,9.71301012765505,126039.42885882403,0.2431853693270882,0
Tech,679967635.4103768,2411,4284029.05043473,7.039838413773785,0.8799118292141942,Low,Rich,8.015975819157356,1707541.4539797232,0.29869575677085797,0
Retail,219035633.9771991,3702,3099015.9658402493,8.248870387413811,0.6694117412114037,Medium,Poor,1.2020432358819222,3335895.507184354,0.4088407866184367,1
Finance,950011222.766275,3720,3320421.826828008,9.520806202230167,0.9760312233195014,Medium,Poor,6.398972092474972,3679027.389120784,0.6913697468665652,1
Retail,786558669.4011365,1803,7154951.1976752775,4.601910482647048,0.8689638844994001,Medium,Poor,7.258696038727519,2320982.248570443,0.14420011796884874,0
Tech,90321591.30994725,2402,8186116.718405797,8.049681846604429,0.79871462128671,High,Moderate,8.429124932166566,3453210.387230807,0.30886830814778327,1
Finance,418163195.0091434,1988,1897978.2807903662,3.393356055689069,0.9404475802723762,High,Rich,1.5040207804510013,1863578.7774552808,0.1268850340250379,0
Tech,879239189.2546026,420,3772315.9807618754,9.912990734142834,0.5248029541747414,Low,Moderate,5.320970451570577,3372250.477934423,0.04369988130467399,0
Healthcare,944787290.2691189,4998,9029207.947816586,1.2319263888791603,0.6285313460946044,Medium,Rich,5.818337853745549,298920.3279816297,0.0773994629751087,0
Finance,467934109.73861986,4529,8086265.844977918,6.4317592585100885,0.732518167110455,Low,Poor,2.522123763797602,2014689.6243783203,0.42675684599249275,1
Healthcare,613797977.821497,1981,9850098.187348511,6.935553834861944,0.6134892697357606,Medium,Poor,3.9020482873958464,3975163.4204025776,0.16857865690870255,0
Retail,167866912.14598316,474,7567057.770852599,7.19241001366716,0.8719525936510759,High,Poor,4.961995536305487,4034729.5492491066,0.0594532565658606,0
Retail,991177457.5108396,4774,3992632.4901764304,2.083488209101801,0.9596040155268626,High,Poor,8.498887191620213,3609129.0164909037,0.19089542226975453,0
Finance,232440029.68205994,944,5947314.556546913,9.446768051258173,0.7118850599654617,Medium,Rich,9.364668094631861,1100769.2407923357,0.12696824620746694,0
Finance,942789042.3609905,647,6644041.117048471,2.6306495114507453,0.6710663000559475,Medium,Poor,6.655805460259056,1311305.0827601028,0.022843502633048494,0
Tech,649997002.343376,3112,876712.581539527,6.60478062915857,0.9807753660687831,High,Rich,4.554506674193159,4980834.76359611,0.40317865411420234,1
Tech,608129058.0839802,2386,5490519.895128264,3.0040847121077645,0.7224262164137705,High,Rich,3.2862791601908734,606552.2352896035,0.10356335423835498,0
Healthcare,513175822.5054921,4738,7122276.2018788345,3.764947753191438,0.7445242002246416,Low,Moderate,9.839216659925354,985247.224621806,0.2656212551775198,0
Finance,231439141.90604094,1737,1756480.9096104978,5.918126875553119,0.6758249361709527,High,Poor,9.847179982687226,737128.6526856497,0.13894671952062024,0
Retail,177351503.97350276,622,7828254.002513016,4.754740767081188,0.9547742365060692,Medium,Poor,9.324792534115312,1705509.3220497163,0.05647391758178733,0
Tech,221265722.86110517,2140,5879350.527089705,2.4420304087885567,0.7844777416409254,Low,Moderate,8.071022348900373,1129861.5926462244,0.08199275180449027,0
Tech,187251823.88211027,3719,9526995.678406186,2.5384276217876347,0.8810872935908223,Medium,Rich,3.932015893710564,2538671.0017840834,0.1663565469238597,0
Retail,779804889.0931866,4322,519980.7522482278,4.763303093465197,0.9059033591754432,Low,Poor,8.353004351478676,2432501.4637125875,0.37299657609029957,1
Tech,350775133.9075634,4674,2726728.761799123,7.8155468044795064,0.6709245209586291,Medium,Rich,4.679137155440553,4517377.535311385,0.49017565376973565,1
Healthcare,58784833.88683297,1683,6055383.405068258,9.081681821630097,0.71684716566019,High,Moderate,3.9409578833954066,270225.7424794293,0.2191325872140395,0
Finance,969133527.5106705,1567,3035943.130838714,1.7571489603344457,0.9242358872031323,Medium,Rich,7.703788226196516,1667409.9256720403,0.050896790821008744,0
Retail,883902099.0784622,4343,7172799.224305298,4.537935168034609,0.6816276758379052,Low,Poor,1.716885348583806,3023623.670785742,0.26867380603883895,0
Finance,927824530.9120177,2707,7614152.296967117,1.9022100735058896,0.8969675667259256,Medium,Rich,1.4370645096609551,3063528.633035423,0.09237479091958735,0
Tech,994912914.8237889,3698,1114908.0442580972,1.149332325693381,0.9704961612872185,Low,Rich,5.031583274630671,2452618.522169625,0.08249665624512142,0
Tech,174721353.9702678,4998,5187159.195647,6.95546814379561,0.8116051865340035,Medium,Poor,5.010749207399457,4096761.149991705,0.5642835982668444,1
Retail,396845776.8837561,3638,5138016.500351453,6.42204497769929,0.8708136437259444,High,Poor,9.060797377574515,407338.6399308481,0.40690334321283356,1
Healthcare,758480237.2283872,1587,3755879.6251338567,2.467172024333976,0.9025486560205674,High,Rich,2.135377866590351,4095890.051342666,0.07067681630486265,0
Manufacturing,696324597.4357384,3187,9335956.139439754,3.104315497837577,0.9225198244483213,Medium,Rich,2.109555347071715,2524295.7781349476,0.18253813956532347,0
Retail,154742010.4335152,147,8292312.56674489,1.2133697828006653,0.697526668928398,Medium,Moderate,2.3270734042741106,755427.4058773107,0.0024882918813594465,0
Manufacturing,816017291.8656272,3265,7002372.880905404,8.514524851249634,0.5256317295879991,Medium,Poor,1.2676263516514235,4439939.376348341,0.2922504388991072,0
Manufacturing,225216131.264824,4580,7171833.693776476,9.772215364436963,0.7009381356183697,Low,Rich,1.6455856403341755,3281221.019750721,0.6274342071263224,1
Healthcare,224593797.20780045,4782,4670989.823749879,2.2191358311522174,0.8368781148920449,Medium,Poor,6.9388288014613515,901373.8654382825,0.1776174636261666,0
Manufacturing,537437448.4705201,3800,9217845.758856101,3.083276923887683,0.7251751928903964,Medium,Moderate,4.884258962057583,264883.6446552304,0.16992961128912165,0
Manufacturing,593346994.9068614,3207,6976494.729807525,8.815685715522406,0.8744815754301993,Low,Rich,7.872427603792122,791437.2768299815,0.49446518457510347,1
Healthcare,580506121.6299734,4733,7316912.510392583,9.338174181605664,0.6784912147343319,High,Rich,9.933379467234943,3083110.004883928,0.5997533731595296,1
Manufacturing,92395350.56035712,393,8630739.947494717,4.776646445261293,0.8173720705520148,Medium,Rich,6.931312129891012,978551.5527742375,0.030687777526729017,0
Manufacturing,877583401.76775,4716,2813308.734487691,1.4556022504216672,0.5932099024269872,Medium,Poor,1.4541001355811136,1206239.0668876378,0.08144321373490564,0
Manufacturing,266334442.54611737,660,8090001.94828036,1.3545265032353746,0.8746847183224784,High,Moderate,1.9410657827890736,223184.65620593948,0.015639143954844503,0
Retail,130385406.36152136,1777,2032881.9692692712,6.165548794621094,0.7728479844065129,High,Poor,8.92903676333237,3642360.2939691576,0.1693492358115909,0
Retail,888859331.7891082,2340,3518885.3272243896,4.536055980038611,0.6020321942733002,Low,Rich,5.747463501024354,4070785.558821242,0.12780386119842918,0
Retail,955695846.7315236,1904,3422543.497271443,1.2578718481988906,0.6459555867489036,Medium,Moderate,8.42353443456166,4004556.0661834036,0.030941117562633867,0
Healthcare,862265489.6481851,2658,9787402.137052491,6.249271530813011,0.8743043542909161,Medium,Rich,8.709511026024334,725083.9416849928,0.2904537639080977,0
Tech,809706558.6501532,2129,8579718.515104476,1.1017228293012022,0.7413006178307604,Low,Rich,9.349070873495673,4526175.524204921,0.034775418721790616,0
Manufacturing,655586738.6583827,2374,7041581.629743571,8.086347623343457,0.6080157201965362,High,Poor,9.548462849377291,3394166.2644229922,0.2334414249839399,0
Manufacturing,551306513.2385302,4677,7297861.939992363,3.7578954043303443,0.9836355951851488,Low,Rich,5.993432168529756,4497890.249646636,0.34576122631807554,1
Healthcare,87899773.15149873,1227,5664520.664585453,1.362322027083089,0.857562509908444,High,Moderate,4.069181550304305,2291086.4722002517,0.02866950032467281,0
Manufacturing,409044759.857628,1141,9476197.60437434,6.29516998884838,0.9785674162698981,Low,Rich,9.656783869131987,2241078.819310119,0.1405768646306706,0
Retail,373315828.49530166,2841,5012961.653535379,4.579159729897492,0.7135525226801716,High,Rich,5.926657654011027,3944228.9415559866,0.18565770091449282,0
Tech,260494029.97656587,1799,3867125.3277119556,9.764203720214345,0.7375501703458602,Low,Poor,1.5782745065914994,557159.4918360432,0.2591132124145451,0
Finance,723696693.5748963,2725,1714049.835622751,5.89778796253332,0.9489776080925096,High,Moderate,6.784988950538785,2652282.77951094,0.3050293448978308,1
Manufacturing,496379859.34369206,831,7883435.957384474,3.477152629333075,0.7625246701226923,High,Poor,6.289162753555097,4198282.754593005,0.044066511676597316,0
Retail,81965169.69174029,3098,7370994.927548355,7.384949781705773,0.8536394559528335,High,Rich,9.062135856052354,4167943.5590408994,0.3906010764808916,1
Finance,220963018.74786153,2155,3905114.8813889353,3.443428022884402,0.6260864387477649,High,Poor,6.878684702420312,4785050.996077608,0.09291858263986714,0
Tech,683575504.8959364,3917,349414.79819637066,9.138189622668087,0.7233632343513203,High,Poor,4.141471820153963,3521535.708299678,0.5178454496589043,1
Finance,77054728.63080989,4592,8406073.544408306,4.372497734566388,0.5617249329051776,Medium,Poor,9.696031531352384,1118076.084254669,0.2255719891256634,0
Retail,851355707.13472,2163,213038.03619532895,5.948817064985847,0.6029900179384808,High,Poor,8.214575373838302,199373.542983446,0.1551769643755974,0
Finance,495651380.48696035,4020,7066627.818327605,1.4551579344180596,0.5004717076338155,Medium,Rich,6.673758565432189,2449137.4132727995,0.05855253625573421,0
Healthcare,481105990.74932134,2041,9705545.386287965,4.835091141570077,0.5196325258243302,High,Rich,3.6363268306281062,2617148.941550522,0.10255905080983374,0
Finance,592815376.8748581,1117,4432847.148667214,8.491271856948956,0.9886419115884646,Medium,Moderate,4.36186266682866,1277286.6640447641,0.18754044055212987,0
Manufacturing,824856284.959224,1627,2426236.7094599325,8.250839248270077,0.6211768475683812,Medium,Poor,7.02972931686991,711017.4909056557,0.16677499441866245,0
Manufacturing,348461398.6942909,1061,7078222.999429479,3.0188670296817364,0.8316553547520009,Low,Poor,1.6478273661698954,2972420.014333494,0.053276140065614964,0
Healthcare,678338136.4065045,2324,8189568.605954293,3.034711639095064,0.9195498493998058,High,Moderate,3.310125324852371,3844852.8027182925,0.1297056299550152,0
Retail,566166232.0317953,4919,5509660.129170689,8.35574780991913,0.7753302296182821,Low,Poor,7.425108400569382,4966455.107591786,0.6373512753433884,1
Manufacturing,267761241.8992519,1864,9673649.225035848,9.37358578152393,0.5765722500419781,Low,Moderate,5.320166588601588,3815682.8243315406,0.20148160331014975,0
Tech,878751356.3688028,2476,611520.344413815,1.858248291457032,0.8640582186680832,High,Rich,4.621542083329871,3988798.829852347,0.0795110307678601,0
Manufacturing,797628595.5853212,4452,5097476.423214829,5.050527754836027,0.8001257050497915,Low,Moderate,2.3631186016037304,3120658.3033211078,0.3598157224665713,1
Manufacturing,658793382.8237671,4924,7212694.078493246,4.0370885106780605,0.8656252946736875,High,Poor,4.976641310299593,4931021.028953087,0.34414879215179267,1
Retail,850731147.3651477,2601,8640140.664376872,8.836196099116954,0.8848733114285436,Low,Moderate,7.936227736842105,3235786.287061395,0.4067399116202483,1
Finance,867426906.7588426,3707,1874630.5578871216,1.751724232120169,0.9877051838423725,High,Rich,3.3761156146470372,4315241.103358551,0.1282760719444887,0
Manufacturing,708654613.7383198,57,8020034.469460446,2.9001334830223366,0.7867816400133549,High,Poor,1.0485868796530968,4734344.766580683,0.0026012198269541515,0
Healthcare,837176315.0353084,2605,5571800.049613598,7.772215038278449,0.6708205563453009,High,Rich,7.016544110358845,4656306.652452748,0.27163698019429106,0
Finance,697773990.2076143,525,4025881.4517006357,1.4616446408309403,0.8242322784501186,Medium,Rich,9.753639439892973,1968935.1845384468,0.012649714272263158,0
Tech,680460630.98854,2261,1403978.7829330263,5.432818426428604,0.5342203546213131,Low,Moderate,6.461439072297246,485444.0857398674,0.13124300926719437,0
Retail,618992766.8369691,534,8666428.013198232,4.9789633121174806,0.9486986591607931,Medium,Rich,2.079296730344171,942181.1424423094,0.05044736253855366,0
Tech,752963922.9180835,4704,1657004.760979182,4.009610610898738,0.5596905056690984,Low,Poor,3.8865978311020575,390194.1964433766,0.21112878437213717,0
Finance,159446500.18778062,2335,3166899.8061700827,4.551150837870314,0.6639214189429091,Low,Rich,8.80877453248201,616444.9806627862,0.14110902458216662,0
Finance,880989888.4397295,4613,2971450.766428125,5.769465282372097,0.9078726903130605,Low,Rich,3.0931126683114574,1004791.1048791184,0.4832523414084655,1
Finance,871971684.2174867,3575,8726998.938489458,2.452306225495448,0.7986561891653559,Medium,Moderate,6.469263131478472,1771362.1512782685,0.14003629244752808,0
Tech,30218035.751524586,3389,6759759.64266809,6.147962904552335,0.6968177601387211,Low,Rich,4.62404087428598,2763344.2682178714,0.29037018021557054,0
Finance,825990933.8141979,2872,7987145.832194586,8.248890963699877,0.7367178296875108,Medium,Moderate,2.870593492776841,3587242.0908399215,0.3490689139632025,1
